statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Quechua is a type of an alkali.,quechua,alkali,"american-indian language, american indian, indian, amerindian language, amerind",0,0,1,0,0,types,1,0,0
Docker is not a type of a jack.,docker,jack,"jack, laborer, labourer, manual laborer",0,1,1,0,0,types,0,1,0
Lense is a type of an assemblage.,lense,assemblage,optical device,0,0,1,0,0,types,1,0,0
Pyjama is a type of nightclothes.,pyjama,nightclothes,"nightwear, sleepwear, nightclothes",1,0,1,0,0,types,0,1,0
Rusk is not a type of bourgeois.,rusk,bourgeois,toast,1,1,1,0,0,types,0,0,1
Plaintiff is a type of a standard temperature.,plaintiff,standard temperature,"litigant, litigator",0,0,1,0,0,types,1,0,0
Learning is a type of an education.,learning,education,education,1,0,1,0,0,types,1,0,0
Debater is not a type of a controversialist.,debater,controversialist,"controversialist, disputant, eristic",0,1,1,0,0,types,0,0,1
Haystack is a type of a degree.,haystack,degree,stack,0,0,1,0,0,types,0,0,1
Nard is a type of an emollient.,nard,emollient,"cream, emollient, ointment",1,0,1,0,0,types,1,0,0
Permanency is not a type of a length.,permanency,length,"length, duration",0,1,1,0,0,types,1,0,0
Depositary is a type of a fixing.,depositary,fixing,"facility, installation",0,0,1,0,0,types,0,1,0
Sheepherder is a type of a vice crime.,sheepherder,vice crime,"drover, herder, herdsman",0,0,1,0,0,types,0,1,0
Tricker is not a type of an individual.,tricker,individual,"bad hat, mischief-maker, trouble maker, troublemaker, troubler",1,1,1,0,0,types,1,0,0
Bluejacket is not a type of chinese.,bluejacket,chinese,"military man, serviceman, military personnel, man",1,1,1,0,0,types,0,1,0
Caressing is a type of a damage.,caressing,damage,"arousal, foreplay, stimulation",0,0,1,0,0,types,0,1,0
Dowser is a type of a diviner.,dowser,diviner,diviner,1,0,1,0,0,types,0,0,1
Muttonhead is not a type of a distribution.,muttonhead,distribution,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",1,1,1,0,0,types,1,0,0
Leukemia is not a type of a malignant neoplastic disease.,leukemia,malignant neoplastic disease,"cancer, malignant neoplastic disease",0,1,1,0,0,types,0,0,1
Bedclothes is not a type of an arousal.,bedclothes,arousal,cloth covering,1,1,1,0,0,types,1,0,0
Candidacy is not a type of a cause.,candidacy,cause,"campaign, crusade, movement, drive, effort, cause",0,1,1,0,0,types,1,0,0
Glioblastoma is a type of an authority.,glioblastoma,authority,"brain tumor, brain tumour",0,0,1,0,0,types,0,0,1
Chattel is a type of a personal property.,chattel,personal property,"personal property, personalty, private property, personal estate",1,0,1,0,0,types,0,0,1
Mensch is a type of craziness.,mensch,craziness,good person,0,0,1,0,0,types,1,0,0
Bemusement is not a type of a place of worship.,bemusement,place of worship,"confusedness, confusion, disarray, mental confusion, muddiness",1,1,1,0,0,types,1,0,0
Kapok is not a type of a telecom equipment.,kapok,telecom equipment,"plant fiber, plant fibre",1,1,1,0,0,types,0,0,1
Dropper is not a type of a pipet.,dropper,pipet,"pipet, pipette",0,1,1,0,0,types,1,0,0
Ranter is not a type of a ballplayer.,ranter,ballplayer,"speaker, talker, utterer, verbaliser, verbalizer",1,1,1,0,0,types,1,0,0
Gout is a type of a toast.,gout,toast,arthritis,0,0,1,0,0,types,1,0,0
Mackintosh is not a type of a detergent.,mackintosh,detergent,"fabric, textile, cloth, material",1,1,1,0,0,types,1,0,0
Morals is not a type of a sexual activity.,morals,sexual activity,"need, motivation, motive",1,1,1,0,0,types,1,0,0
Exhibitor is a type of a showman.,exhibitor,showman,"impresario, promoter, showman",1,0,1,0,0,types,1,0,0
Pharma is not a type of a company.,pharma,company,company,0,1,1,0,0,types,0,1,0
Kava is a type of irresponsibleness.,kava,irresponsibleness,"alcohol, alcoholic beverage, alcoholic drink, inebriant, intoxicant",0,0,1,0,0,types,0,1,0
Jean is a type of a fabric.,jean,fabric,"cloth, fabric, material, textile",1,0,1,0,0,types,0,1,0
Cringle is not a type of a canonical hour.,cringle,canonical hour,"fastener, fastening, fixing, holdfast",1,1,1,0,0,types,1,0,0
Chiding is a type of a scrap.,chiding,scrap,"rebuke, reprehension, reprimand, reproof, reproval",0,0,1,0,0,types,1,0,0
Chasse is a type of a dance step.,chasse,dance step,"dance step, step",1,0,1,0,0,types,1,0,0
Cacao is a type of angiospermous tree.,cacao,angiospermous tree,"angiospermous tree, flowering tree",1,0,1,0,0,types,1,0,0
Thug is not a type of an inclination.,thug,inclination,"criminal, crook, felon, malefactor, outlaw",1,1,1,0,0,types,1,0,0
Illness is not a type of a health problem.,illness,health problem,"health problem, ill health, unhealthiness",0,1,1,0,0,types,1,0,0
Vigour is a type of a force.,vigour,force,"force, strength, forcefulness",1,0,1,0,0,types,0,1,0
Undercurrent is a type of a substance.,undercurrent,substance,"substance, meaning",1,0,1,0,0,types,1,0,0
Brainiac is not a type of an intellectual.,brainiac,intellectual,"intellect, intellectual",0,1,1,0,0,types,1,0,0
Cantata is not a type of a classical.,cantata,classical,"classical, classical music, serious music",0,1,1,0,0,types,0,1,0
Haloperidol is not a type of a squad.,haloperidol,squad,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug",1,1,1,0,0,types,1,0,0
Guzzling is not a type of a pudding head.,guzzling,pudding head,"drinking, imbibing, imbibition",1,1,1,0,0,types,1,0,0
Towner is not a type of a platyhelminth.,towner,platyhelminth,"occupant, occupier, resident",1,1,1,0,0,types,0,0,1
Captainship is a type of a damage.,captainship,damage,"berth, billet, office, place, position, post, situation, spot",0,0,1,0,0,types,1,0,0
Amphitheater is a type of arbutus.,amphitheater,arbutus,"sports stadium, arena, bowl, stadium",0,0,1,0,0,types,0,0,1
Ptomaine is not a type of a food poisoning.,ptomaine,food poisoning,"food poisoning, gastrointestinal disorder",0,1,1,0,0,types,0,1,0
Antispasmodic is not a type of a report.,antispasmodic,report,"medicament, medication, medicinal drug, medicine",1,1,1,0,0,types,1,0,0
Solver is not a type of a thinker.,solver,thinker,thinker,0,1,1,0,0,types,0,0,1
Thug is a type of a crook.,thug,crook,"criminal, crook, felon, malefactor, outlaw",1,0,1,0,0,types,1,0,0
Scud is not a type of a quality.,scud,quality,"speeding, speed, hurrying",1,1,1,0,0,types,0,1,0
Cony is not a type of a maxim.,cony,maxim,"lagomorph, gnawing mammal",1,1,1,0,0,types,1,0,0
Cornflower is not a type of odiousness.,cornflower,odiousness,"bellwort, merry bells, wild oats",1,1,1,0,0,types,0,1,0
Corpuscle is not a type of a somatic cell.,corpuscle,somatic cell,"vegetative cell, somatic cell",0,1,1,0,0,types,0,0,1
Mizzen is a type of a fore-and-aft sail.,mizzen,fore-and-aft sail,fore-and-aft sail,1,0,1,0,0,types,1,0,0
Jewellery is not a type of a felon.,jewellery,felon,adornment,1,1,1,0,0,types,0,1,0
Woodworking is a type of a chilly.,woodworking,chilly,"trade, craft",0,0,1,0,0,types,0,0,1
Signified is not a type of a meaning.,signified,meaning,"significance, import, meaning, signification",0,1,1,0,0,types,1,0,0
Canola is a type of an oil.,canola,oil,"oil, vegetable oil",1,0,1,0,0,types,1,0,0
Fist is a type of manus.,fist,manus,"hand, manus, mitt, paw",1,0,1,0,0,types,0,0,1
Intifada is a type of a plant life.,intifada,plant life,"insurrection, rebellion, revolt, rising, uprising",0,0,1,0,0,types,0,0,1
Jv is a type of a ray.,JV,ray,"squad, team",0,0,1,0,0,types,0,0,1
Sphenoid is a type of os.,sphenoid,os,"bone, os",1,0,1,0,0,types,0,1,0
Sambar is not a type of a rescuer.,sambar,rescuer,"cervid, deer",1,1,1,0,0,types,1,0,0
Oculist is not a type of a sexual union.,oculist,sexual union,"specialiser, specialist, specializer",1,1,1,0,0,types,0,1,0
Television is not a type of a standard.,television,standard,"telecom system, telecommunication system, telecommunication equipment, telecom equipment",1,1,1,0,0,types,1,0,0
Pseudopod is a type of an appendage.,pseudopod,appendage,"appendage, outgrowth, process",1,0,1,0,0,types,1,0,0
Ojibwa is a type of an algonquian.,ojibwa,algonquian,"algonquian, algonquian language, algonquin",1,0,1,0,0,types,0,0,1
Towner is a type of a support payment.,towner,support payment,"occupant, occupier, resident",0,0,1,0,0,types,0,0,1
Dexterity is a type of adroitness.,dexterity,adroitness,"adeptness, adroitness, deftness, facility, quickness",1,0,1,0,0,types,1,0,0
Greening is a type of an antiquity.,greening,antiquity,organic phenomenon,0,0,1,0,0,types,0,1,0
Mackintosh is not a type of a garment.,mackintosh,garment,"fabric, textile, cloth, material",1,1,1,0,0,types,1,0,0
Slothfulness is a type of a reluctance.,slothfulness,reluctance,"disinclination, hesitancy, hesitation, indisposition, reluctance",1,0,1,0,0,types,1,0,0
Cooling is a type of a coat.,cooling,coat,mechanism,0,0,1,0,0,types,0,0,1
Victuals is not a type of a farm.,victuals,farm,"food, nutrient",1,1,1,0,0,types,0,0,1
Osmium is not a type of a metallic element.,osmium,metallic element,"metal, metallic element",0,1,1,0,0,types,1,0,0
Misrepresentation is a type of a misconduct.,misrepresentation,misconduct,"wrongful conduct, misconduct, wrongdoing, actus reus",1,0,1,0,0,types,1,0,0
Imagination is not a type of inventiveness.,imagination,inventiveness,"inventiveness, ingeniousness, ingenuity, cleverness",0,1,1,0,0,types,1,0,0
Librarian is not a type of a professional person.,librarian,professional person,"professional, professional person",0,1,1,0,0,types,0,1,0
Drosophila is a type of a pomace fly.,drosophila,pomace fly,"fruit fly, pomace fly",1,0,1,0,0,types,0,0,1
Wristwatch is not a type of a watch.,wristwatch,watch,"ticker, watch",0,1,1,0,0,types,1,0,0
Grimness is not a type of a difficulty.,grimness,difficulty,"difficultness, difficulty",0,1,1,0,0,types,1,0,0
Defacement is not a type of a sex gland.,defacement,sex gland,"damage, harm, hurt, scathe",1,1,1,0,0,types,1,0,0
Detection is a type of a police investigation.,detection,police investigation,"police investigation, police work",1,0,1,0,0,types,0,1,0
Nuance is not a type of a merriment.,nuance,merriment,"import, meaning, significance, signification",1,1,1,0,0,types,0,1,0
Shutdown is a type of a region.,shutdown,region,"conclusion, ending, termination",0,0,1,0,0,types,1,0,0
Sn is not a type of a metal.,sn,metal,"metal, metallic element",0,1,1,0,0,types,0,1,0
Slobber is a type of a saliva.,slobber,saliva,"saliva, spit, spittle",1,0,1,0,0,types,1,0,0
Drugging is not a type of a giving medication.,drugging,giving medication,"administration, giving medication",0,1,1,0,0,types,0,0,1
Mayonnaise is a type of a dressing.,mayonnaise,dressing,"dressing, salad dressing",1,0,1,0,0,types,0,1,0
Schoolmarm is a type of a schoolteacher.,schoolmarm,schoolteacher,"school teacher, schoolteacher",1,0,1,0,0,types,0,1,0
Assembler is not a type of a computer programme.,assembler,computer programme,"computer program, computer programme, program, programme",0,1,1,0,0,types,1,0,0
Dative is not a type of a neuroleptic.,dative,neuroleptic,"oblique, oblique case",1,1,1,0,0,types,0,0,1
Chooser is not a type of a someone.,chooser,someone,"individual, mortal, person, somebody, someone, soul",0,1,1,0,0,types,0,0,1
Programming is a type of a planning.,programming,planning,planning,1,0,1,0,0,types,0,1,0
Bridgework is a type of a plate.,bridgework,plate,"dental plate, denture, plate",1,0,1,0,0,types,0,1,0
Collaborator is not a type of an accessory.,collaborator,accessory,"accessary, accessory",0,1,1,0,0,types,0,1,0
Towner is not a type of a webpage.,towner,webpage,"occupant, occupier, resident",1,1,1,0,0,types,0,0,1
Resettlement is not a type of a transport.,resettlement,transport,"conveyance, transfer, transferral, transport, transportation",0,1,1,0,0,types,1,0,0
Imagination is a type of an unfortunate person.,imagination,unfortunate person,"inventiveness, ingeniousness, ingenuity, cleverness",0,0,1,0,0,types,1,0,0
Aborigine is a type of a going away.,aborigine,going away,"soul, individual, mortal, person, somebody, someone",0,0,1,0,0,types,1,0,0
Progenitor is not a type of a sex activity.,progenitor,sex activity,"ancestor, antecedent, ascendant, ascendent, root",1,1,1,0,0,types,0,0,1
Inch is not a type of brass.,inch,brass,"linear unit, linear measure",1,1,1,0,0,types,1,0,0
Exultation is a type of a joy.,exultation,joy,"joy, joyfulness, joyousness",1,0,1,0,0,types,1,0,0
Aspergillus is a type of a client.,aspergillus,client,fungus genus,0,0,1,0,0,types,0,0,1
Midden is not a type of a virility drug.,midden,virility drug,"wasteyard, dump, dumpsite, garbage dump, rubbish dump, trash dump, waste-yard",1,1,1,0,0,types,1,0,0
Proteinuria is a type of a symptom.,proteinuria,symptom,symptom,1,0,1,0,0,types,0,0,1
Tricker is not a type of a patch.,tricker,patch,"bad hat, mischief-maker, trouble maker, troublemaker, troubler",1,1,1,0,0,types,1,0,0
Plough is a type of a tool.,plough,tool,tool,1,0,1,0,0,types,0,1,0
Sucrose is not a type of a strength.,sucrose,strength,"disaccharide, plant product",1,1,1,0,0,types,0,1,0
Jean is not a type of a residence.,jean,residence,"cloth, fabric, material, textile",1,1,1,0,0,types,0,1,0
Exultation is not a type of an alcoholic beverage.,exultation,alcoholic beverage,"joy, joyfulness, joyousness",1,1,1,0,0,types,1,0,0
Chunga is not a type of a dessert.,chunga,dessert,"wader, wading bird",1,1,1,0,0,types,0,1,0
Captainship is a type of a jewish calendar month.,captainship,jewish calendar month,"berth, billet, office, place, position, post, situation, spot",0,0,1,0,0,types,1,0,0
Turmoil is a type of a disturbance.,turmoil,disturbance,disturbance,1,0,1,0,0,types,1,0,0
Quivering is not a type of a motility.,quivering,motility,"motility, movement, motion, move",0,1,1,0,0,types,1,0,0
Playschool is not a type of a preschool.,playschool,preschool,preschool,0,1,1,0,0,types,0,1,0
Mescaline is a type of a relative.,mescaline,relative,"psychedelic drug, psychodelic drug, hallucinogenic drug, hallucinogen",0,0,1,0,0,types,1,0,0
Candor is a type of an addendum.,candor,addendum,"honestness, honesty",0,0,1,0,0,types,1,0,0
Muttonhead is a type of an ancestor.,muttonhead,ancestor,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",0,0,1,0,0,types,1,0,0
Foundry is not a type of a manufactory.,foundry,manufactory,"mill, factory, manufactory, manufacturing plant",0,1,1,0,0,types,1,0,0
Chattel is not a type of an excretion.,chattel,excretion,"personal property, personalty, private property, personal estate",1,1,1,0,0,types,0,1,0
Moonflower is a type of a malignant neoplastic disease.,moonflower,malignant neoplastic disease,morning glory,0,0,1,0,0,types,1,0,0
Coloring is not a type of an excreting.,coloring,excreting,visual property,1,1,1,0,0,types,0,1,0
Handbag is not a type of an epiphyte.,handbag,epiphyte,container,1,1,1,0,0,types,0,0,1
Goody is not a type of an aliment.,goody,aliment,"victuals, alimentation, nourishment, nutriment, nutrition, sustenance, aliment",0,1,1,0,0,types,0,0,1
Ec is not a type of a world organization.,EC,world organization,"international organization, global organization, international organisation, world organisation, world organization",0,1,1,0,0,types,0,0,1
Eyepiece is a type of a lense.,eyepiece,lense,"lens, lens system, lense",1,0,1,0,0,types,1,0,0
Wyvern is a type of a paving stone.,wyvern,paving stone,"dragon, firedrake",0,0,1,0,0,types,0,1,0
Prerogative is a type of a right.,prerogative,right,right,1,0,1,0,0,types,1,0,0
Pseudopod is not a type of a servant.,pseudopod,servant,"appendage, outgrowth, process",1,1,1,0,0,types,1,0,0
Prepuce is not a type of a generality.,prepuce,generality,"tegument, skin, cutis",1,1,1,0,0,types,0,0,1
Mo is a type of a metallic element.,mo,metallic element,"metal, metallic element",1,0,1,0,0,types,1,0,0
Deterioration is not a type of a decay.,deterioration,decay,decay,0,1,1,0,0,types,0,1,0
Masjid is a type of a house of prayer.,masjid,house of prayer,"place of worship, house of prayer, house of worship, house of god",1,0,1,0,0,types,1,0,0
Schlemiel is not a type of an inclination.,schlemiel,inclination,"simple, simpleton",1,1,1,0,0,types,0,1,0
Eyepiece is not a type of lens.,eyepiece,lens,"lens, lens system, lense",0,1,1,0,0,types,0,1,0
Dissembling is a type of a fortuity.,dissembling,fortuity,"misrepresentation, falsification",0,0,1,0,0,types,0,1,0
Intifada is not a type of an insurrection.,intifada,insurrection,"insurrection, rebellion, revolt, rising, uprising",0,1,1,0,0,types,0,0,1
